Messung,Latenz_tz, Latenz_ns
40040, 83, 27.67
40041, 90, 30.00
40042, 84, 28.00
40043, 92, 30.67
40044, 88, 29.33
40045, 88, 29.33
40046, 86, 28.67
40047, 88, 29.33
40048, 87, 29.00
40049, 91, 30.33
40050, 85, 28.33
40051, 89, 29.67
40052, 85, 28.33
40053, 91, 30.33
40054, 83, 27.67
40055, 89, 29.67
40056, 91, 30.33
40057, 91, 30.33
40058, 89, 29.67
40059, 87, 29.00
40060, 90, 30.00
40061, 86, 28.67
40062, 90, 30.00
40063, 86, 28.67
40064, 90, 30.00
40065, 88, 29.33
40066, 92, 30.67
40067, 85, 28.33
40068, 89, 29.67
40069, 85, 28.33
40070, 89, 29.67
40071, 89, 29.67
40072, 89, 29.67
40073, 89, 29.67
40074, 85, 28.33
40075, 87, 29.00
40076, 91, 30.33
40077, 87, 29.00
40078, 90, 30.00
40079, 84, 28.00
40080, 90, 30.00
40081, 86, 28.67
40082, 86, 28.67
40083, 90, 30.00
40084, 86, 28.67
40085, 90, 30.00
40086, 87, 29.00
40087, 87, 29.00
40088, 87, 29.00
40089, 89, 29.67
40090, 87, 29.00
40091, 91, 30.33
40092, 87, 29.00
40093, 91, 30.33
40094, 83, 27.67
40095, 91, 30.33
40096, 89, 29.67
40097, 83, 27.67
40098, 88, 29.33
40099, 86, 28.67
40100, 86, 28.67
40101, 90, 30.00
40102, 86, 28.67
40103, 88, 29.33
40104, 88, 29.33
40105, 83, 27.67
40106, 91, 30.33
40107, 89, 29.67
40108, 89, 29.67
40109, 89, 29.67
40110, 85, 28.33
40111, 89, 29.67
40112, 89, 29.67
40113, 85, 28.33
40114, 87, 29.00
40115, 91, 30.33
40116, 83, 27.67
40117, 87, 29.00
40118, 90, 30.00
40119, 86, 28.67
40120, 90, 30.00
40121, 86, 28.67
40122, 86, 28.67
40123, 88, 29.33
40124, 86, 28.67
40125, 83, 27.67
40126, 91, 30.33
40127, 85, 28.33
40128, 85, 28.33
40129, 89, 29.67
40130, 85, 28.33
40131, 89, 29.67
40132, 89, 29.67
40133, 85, 28.33
40134, 87, 29.00
40135, 91, 30.33
40136, 83, 27.67
40137, 87, 29.00
40138, 90, 30.00
40139, 86, 28.67
40140, 90, 30.00
40141, 86, 28.67
40142, 88, 29.33
40143, 86, 28.67
40144, 88, 29.33
40145, 83, 27.67
40146, 91, 30.33
40147, 89, 29.67
40148, 85, 28.33
40149, 85, 28.33
40150, 87, 29.00
40151, 91, 30.33
40152, 83, 27.67
40153, 85, 28.33
40154, 89, 29.67
40155, 89, 29.67
40156, 87, 29.00
40157, 87, 29.00
40158, 88, 29.33
40159, 86, 28.67
40160, 86, 28.67
40161, 88, 29.33
40162, 88, 29.33
40163, 90, 30.00
40164, 88, 29.33
40165, 92, 30.67
40166, 85, 28.33
40167, 89, 29.67
40168, 89, 29.67
40169, 85, 28.33
40170, 87, 29.00
40171, 91, 30.33
40172, 83, 27.67
40173, 89, 29.67
40174, 83, 27.67
40175, 91, 30.33
40176, 83, 27.67
40177, 87, 29.00
40178, 90, 30.00
40179, 86, 28.67
40180, 86, 28.67
40181, 90, 30.00
40182, 88, 29.33
40183, 84, 28.00
40184, 92, 30.67
40185, 88, 29.33
40186, 91, 30.33
40187, 89, 29.67
40188, 85, 28.33
40189, 89, 29.67
40190, 89, 29.67
40191, 85, 28.33
40192, 87, 29.00
40193, 91, 30.33
40194, 83, 27.67
40195, 91, 30.33
40196, 89, 29.67
40197, 83, 27.67
40198, 88, 29.33
40199, 88, 29.33
40200, 92, 30.67
40201, 86, 28.67
40202, 86, 28.67
40203, 90, 30.00
40204, 86, 28.67
40205, 86, 28.67
40206, 87, 29.00
40207, 91, 30.33
40208, 85, 28.33
40209, 89, 29.67
40210, 89, 29.67
40211, 85, 28.33
40212, 89, 29.67
40213, 89, 29.67
40214, 91, 30.33
40215, 83, 27.67
40216, 91, 30.33
40217, 89, 29.67
40218, 83, 27.67
40219, 88, 29.33
40220, 88, 29.33
40221, 92, 30.67
40222, 86, 28.67
40223, 86, 28.67
40224, 90, 30.00
40225, 88, 29.33
40226, 92, 30.67
40227, 87, 29.00
40228, 91, 30.33
40229, 85, 28.33
40230, 85, 28.33
40231, 89, 29.67
40232, 89, 29.67
40233, 91, 30.33
40234, 83, 27.67
40235, 85, 28.33
40236, 89, 29.67
40237, 89, 29.67
40238, 89, 29.67
40239, 89, 29.67
40240, 90, 30.00
40241, 84, 28.00
40242, 86, 28.67
40243, 90, 30.00
40244, 86, 28.67
40245, 88, 29.33
40246, 88, 29.33
40247, 86, 28.67
40248, 83, 27.67
40249, 91, 30.33
40250, 89, 29.67
40251, 85, 28.33
40252, 89, 29.67
40253, 91, 30.33
40254, 87, 29.00
40255, 85, 28.33
40256, 89, 29.67
40257, 89, 29.67
40258, 87, 29.00
40259, 87, 29.00
40260, 88, 29.33
40261, 86, 28.67
40262, 88, 29.33
40263, 88, 29.33
40264, 88, 29.33
40265, 84, 28.00
40266, 92, 30.67
40267, 88, 29.33
40268, 91, 30.33
40269, 89, 29.67
40270, 85, 28.33
40271, 85, 28.33
40272, 87, 29.00
40273, 91, 30.33
40274, 83, 27.67
40275, 89, 29.67
40276, 83, 27.67
40277, 91, 30.33
40278, 89, 29.67
40279, 89, 29.67
40280, 88, 29.33
40281, 84, 28.00
40282, 86, 28.67
40283, 90, 30.00
40284, 86, 28.67
40285, 88, 29.33
40286, 86, 28.67
40287, 86, 28.67
40288, 87, 29.00
40289, 91, 30.33
40290, 85, 28.33
40291, 89, 29.67
40292, 85, 28.33
40293, 91, 30.33
40294, 83, 27.67
40295, 89, 29.67
40296, 83, 27.67
40297, 91, 30.33
40298, 89, 29.67
40299, 89, 29.67
40300, 88, 29.33
40301, 84, 28.00
40302, 92, 30.67
40303, 86, 28.67
40304, 86, 28.67
40305, 90, 30.00
40306, 86, 28.67
40307, 86, 28.67
40308, 87, 29.00
40309, 87, 29.00
40310, 87, 29.00
40311, 85, 28.33
40312, 87, 29.00
40313, 91, 30.33
40314, 83, 27.67
40315, 89, 29.67
40316, 91, 30.33
40317, 85, 28.33
40318, 89, 29.67
40319, 89, 29.67
40320, 88, 29.33
40321, 84, 28.00
40322, 92, 30.67
40323, 86, 28.67
40324, 92, 30.67
40325, 84, 28.00
40326, 90, 30.00
40327, 88, 29.33
40328, 85, 28.33
40329, 87, 29.00
40330, 87, 29.00
40331, 89, 29.67
40332, 85, 28.33
40333, 91, 30.33
40334, 83, 27.67
40335, 89, 29.67
40336, 91, 30.33
40337, 85, 28.33
40338, 89, 29.67
40339, 83, 27.67
40340, 88, 29.33
40341, 86, 28.67
40342, 86, 28.67
40343, 90, 30.00
40344, 88, 29.33
40345, 86, 28.67
40346, 88, 29.33
40347, 184, 61.33
40348, 90, 30.00
40349, 84, 28.00
40350, 86, 28.67
40351, 90, 30.00
40352, 86, 28.67
40353, 90, 30.00
40354, 88, 29.33
40355, 92, 30.67
40356, 87, 29.00
40357, 87, 29.00
40358, 87, 29.00
40359, 85, 28.33
40360, 87, 29.00
40361, 85, 28.33
40362, 87, 29.00
40363, 85, 28.33
40364, 87, 29.00
40365, 89, 29.67
40366, 89, 29.67
40367, 88, 29.33
40368, 84, 28.00
40369, 92, 30.67
40370, 86, 28.67
40371, 88, 29.33
40372, 88, 29.33
40373, 88, 29.33
40374, 88, 29.33
40375, 83, 27.67
40376, 91, 30.33
40377, 89, 29.67
40378, 89, 29.67
40379, 89, 29.67
40380, 85, 28.33
40381, 89, 29.67
40382, 89, 29.67
40383, 89, 29.67
40384, 89, 29.67
40385, 89, 29.67
40386, 83, 27.67
40387, 88, 29.33
40388, 90, 30.00
40389, 86, 28.67
40390, 90, 30.00
40391, 86, 28.67
40392, 88, 29.33
40393, 88, 29.33
40394, 87, 29.00
40395, 91, 30.33
40396, 87, 29.00
40397, 89, 29.67
40398, 87, 29.00
40399, 91, 30.33
40400, 83, 27.67
40401, 89, 29.67
40402, 83, 27.67
40403, 91, 30.33
40404, 83, 27.67
40405, 87, 29.00
40406, 90, 30.00
40407, 86, 28.67
40408, 90, 30.00
40409, 86, 28.67
40410, 88, 29.33
40411, 86, 28.67
40412, 90, 30.00
40413, 87, 29.00
40414, 89, 29.67
40415, 89, 29.67
40416, 89, 29.67
40417, 85, 28.33
40418, 89, 29.67
40419, 89, 29.67
40420, 85, 28.33
40421, 87, 29.00
40422, 87, 29.00
40423, 87, 29.00
40424, 88, 29.33
40425, 86, 28.67
40426, 86, 28.67
40427, 90, 30.00
40428, 88, 29.33
40429, 86, 28.67
40430, 86, 28.67
40431, 87, 29.00
40432, 87, 29.00
40433, 87, 29.00
40434, 85, 28.33
40435, 87, 29.00
40436, 91, 30.33
40437, 83, 27.67
40438, 89, 29.67
40439, 91, 30.33
40440, 91, 30.33
40441, 89, 29.67
40442, 87, 29.00
40443, 90, 30.00
40444, 86, 28.67
40445, 90, 30.00
40446, 86, 28.67
40447, 90, 30.00
40448, 86, 28.67
40449, 90, 30.00
40450, 87, 29.00
40451, 89, 29.67
40452, 89, 29.67
40453, 89, 29.67
40454, 85, 28.33
40455, 89, 29.67
40456, 85, 28.33
40457, 89, 29.67
40458, 85, 28.33
40459, 89, 29.67
40460, 83, 27.67
40461, 88, 29.33
40462, 86, 28.67
40463, 90, 30.00
40464, 90, 30.00
40465, 84, 28.00
40466, 90, 30.00
40467, 83, 27.67
40468, 91, 30.33
40469, 85, 28.33
40470, 89, 29.67
40471, 85, 28.33
40472, 91, 30.33
40473, 87, 29.00
40474, 85, 28.33
40475, 87, 29.00
40476, 89, 29.67
40477, 89, 29.67
40478, 88, 29.33
40479, 86, 28.67
40480, 90, 30.00
40481, 90, 30.00
40482, 84, 28.00
40483, 88, 29.33
40484, 92, 30.67
40485, 91, 30.33
40486, 89, 29.67
40487, 89, 29.67
40488, 85, 28.33
40489, 91, 30.33
40490, 83, 27.67
40491, 89, 29.67
40492, 83, 27.67
40493, 91, 30.33
40494, 83, 27.67
40495, 90, 30.00
40496, 84, 28.00
40497, 90, 30.00
40498, 86, 28.67
40499, 90, 30.00
40500, 84, 28.00
40501, 90, 30.00
40502, 88, 29.33
40503, 91, 30.33
40504, 87, 29.00
40505, 85, 28.33
40506, 87, 29.00
40507, 193, 64.33
40508, 88, 29.33
40509, 91, 30.33
40510, 89, 29.67
40511, 89, 29.67
40512, 85, 28.33
40513, 91, 30.33
40514, 83, 27.67
40515, 89, 29.67
40516, 87, 29.00
40517, 91, 30.33
40518, 87, 29.00
40519, 90, 30.00
40520, 86, 28.67
40521, 86, 28.67
40522, 90, 30.00
40523, 89, 29.67
40524, 106, 35.33
40525, 120, 40.00
40526, 118, 39.33
40527, 116, 38.67
40528, 122, 40.67
40529, 116, 38.67
40530, 115, 38.33
40531, 114, 38.00
40532, 120, 40.00
40533, 100, 33.33
40534, 99, 33.00
40535, 106, 35.33
40536, 96, 32.00
40537, 115, 38.33
40538, 102, 34.00
40539, 90, 30.00
40540, 97, 32.33
40541, 89, 29.67
40542, 106, 35.33
40543, 83, 27.67
40544, 88, 29.33
40545, 90, 30.00
40546, 88, 29.33
40547, 98, 32.67
40548, 101, 33.67
40549, 98, 32.67
40550, 93, 31.00
40551, 87, 29.00
40552, 95, 31.67
40553, 104, 34.67
40554, 122, 40.67
40555, 102, 34.00
40556, 97, 32.33
40557, 99, 33.00
40558, 85, 28.33
40559, 102, 34.00
40560, 100, 33.33
40561, 103, 34.33
40562, 98, 32.67
40563, 90, 30.00
40564, 98, 32.67
40565, 101, 33.67
40566, 100, 33.33
40567, 91, 30.33
40568, 106, 35.33
40569, 102, 34.00
40570, 97, 32.33
40571, 88, 29.33
40572, 103, 34.33
40573, 96, 32.00
40574, 97, 32.33
40575, 96, 32.00
40576, 106, 35.33
40577, 101, 33.67
40578, 102, 34.00
40579, 81, 27.00
40580, 101, 33.67
40581, 95, 31.67
40582, 96, 32.00
40583, 99, 33.00
40584, 108, 36.00
40585, 84, 28.00
40586, 92, 30.67
40587, 92, 30.67
40588, 87, 29.00
40589, 93, 31.00
40590, 112, 37.33
40591, 104, 34.67
40592, 91, 30.33
40593, 99, 33.00
40594, 104, 34.67
40595, 94, 31.33
40596, 93, 31.00
40597, 109, 36.33
40598, 92, 30.67
40599, 102, 34.00
40600, 115, 38.33
40601, 84, 28.00
40602, 92, 30.67
40603, 105, 35.00
40604, 99, 33.00
40605, 92, 30.67
40606, 88, 29.33
40607, 97, 32.33
40608, 91, 30.33
40609, 95, 31.67
40610, 94, 31.33
40611, 90, 30.00
40612, 98, 32.67
40613, 91, 30.33
40614, 107, 35.67
40615, 112, 37.33
40616, 111, 37.00
40617, 86, 28.67
40618, 105, 35.00
40619, 102, 34.00
40620, 93, 31.00
40621, 100, 33.33
40622, 108, 36.00
40623, 101, 33.67
40624, 104, 34.67
40625, 99, 33.00
40626, 112, 37.33
40627, 99, 33.00
40628, 100, 33.33
40629, 89, 29.67
40630, 100, 33.33
40631, 119, 39.67
40632, 98, 32.67
40633, 89, 29.67
40634, 90, 30.00
40635, 99, 33.00
40636, 92, 30.67
40637, 97, 32.33
40638, 100, 33.33
40639, 86, 28.67
40640, 97, 32.33
40641, 98, 32.67
40642, 99, 33.00
40643, 99, 33.00
40644, 98, 32.67
40645, 105, 35.00
40646, 104, 34.67
40647, 97, 32.33
40648, 93, 31.00
40649, 108, 36.00
40650, 103, 34.33
40651, 97, 32.33
40652, 106, 35.33
40653, 95, 31.67
40654, 85, 28.33
40655, 106, 35.33
40656, 109, 36.33
40657, 108, 36.00
40658, 93, 31.00
40659, 98, 32.67
40660, 94, 31.33
40661, 101, 33.67
40662, 88, 29.33
40663, 110, 36.67
40664, 104, 34.67
40665, 94, 31.33
40666, 91, 30.33
40667, 97, 32.33
40668, 100, 33.33
40669, 96, 32.00
40670, 97, 32.33
40671, 94, 31.33
40672, 93, 31.00
40673, 106, 35.33
40674, 101, 33.67
40675, 104, 34.67
40676, 109, 36.33
40677, 98, 32.67
40678, 97, 32.33
40679, 98, 32.67
40680, 99, 33.00
40681, 96, 32.00
40682, 102, 34.00
40683, 104, 34.67
40684, 112, 37.33
40685, 85, 28.33
40686, 104, 34.67
40687, 101, 33.67
40688, 96, 32.00
40689, 101, 33.67
40690, 91, 30.33
40691, 98, 32.67
40692, 110, 36.67
40693, 92, 30.67
40694, 105, 35.00
40695, 85, 28.33
40696, 108, 36.00
40697, 99, 33.00
40698, 97, 32.33
40699, 92, 30.67
40700, 110, 36.67
40701, 90, 30.00
40702, 112, 37.33
40703, 104, 34.67
40704, 90, 30.00
40705, 101, 33.67
40706, 96, 32.00
40707, 97, 32.33
40708, 93, 31.00
40709, 98, 32.67
40710, 106, 35.33
40711, 101, 33.67
40712, 98, 32.67
40713, 101, 33.67
40714, 112, 37.33
40715, 108, 36.00
40716, 104, 34.67
40717, 92, 30.67
40718, 93, 31.00
40719, 97, 32.33
40720, 90, 30.00
40721, 98, 32.67
40722, 103, 34.33
40723, 92, 30.67
40724, 103, 34.33
40725, 104, 34.67
40726, 99, 33.00
40727, 91, 30.33
40728, 102, 34.00
40729, 90, 30.00
40730, 90, 30.00
40731, 91, 30.33
40732, 98, 32.67
40733, 93, 31.00
40734, 95, 31.67
40735, 93, 31.00
40736, 96, 32.00
40737, 90, 30.00
40738, 83, 27.67
40739, 93, 31.00
40740, 91, 30.33
40741, 90, 30.00
40742, 88, 29.33
40743, 100, 33.33
40744, 101, 33.67
40745, 96, 32.00
40746, 92, 30.67
40747, 99, 33.00
40748, 94, 31.33
40749, 98, 32.67
40750, 95, 31.67
40751, 100, 33.33
40752, 99, 33.00
40753, 102, 34.00
40754, 97, 32.33
40755, 88, 29.33
40756, 101, 33.67
40757, 100, 33.33
40758, 99, 33.00
40759, 112, 37.33
40760, 90, 30.00
40761, 112, 37.33
40762, 94, 31.33
40763, 112, 37.33
40764, 105, 35.00
40765, 102, 34.00
40766, 102, 34.00
40767, 109, 36.33
40768, 106, 35.33
40769, 104, 34.67
40770, 96, 32.00
40771, 99, 33.00
40772, 91, 30.33
40773, 91, 30.33
40774, 87, 29.00
40775, 91, 30.33
40776, 91, 30.33
40777, 85, 28.33
40778, 90, 30.00
40779, 90, 30.00
40780, 88, 29.33
40781, 92, 30.67
40782, 90, 30.00
40783, 88, 29.33
40784, 92, 30.67
40785, 90, 30.00
40786, 85, 28.33
40787, 91, 30.33
40788, 87, 29.00
40789, 91, 30.33
40790, 91, 30.33
40791, 91, 30.33
40792, 87, 29.00
40793, 91, 30.33
40794, 93, 31.00
40795, 89, 29.67
40796, 91, 30.33
40797, 94, 31.33
40798, 88, 29.33
40799, 94, 31.33
40800, 90, 30.00
40801, 88, 29.33
40802, 92, 30.67
40803, 88, 29.33
40804, 94, 31.33
40805, 90, 30.00
40806, 89, 29.67
40807, 91, 30.33
40808, 87, 29.00
40809, 91, 30.33
40810, 87, 29.00
40811, 91, 30.33
40812, 87, 29.00
40813, 91, 30.33
40814, 89, 29.67
40815, 91, 30.33
40816, 94, 31.33
40817, 88, 29.33
40818, 86, 28.67
40819, 94, 31.33
40820, 88, 29.33
40821, 90, 30.00
40822, 88, 29.33
40823, 94, 31.33
40824, 85, 28.33
40825, 91, 30.33
40826, 87, 29.00
40827, 91, 30.33
40828, 91, 30.33
40829, 87, 29.00
40830, 91, 30.33
40831, 87, 29.00
40832, 91, 30.33
40833, 89, 29.67
40834, 91, 30.33
40835, 94, 31.33
40836, 88, 29.33
40837, 86, 28.67
40838, 94, 31.33
40839, 88, 29.33
40840, 90, 30.00
40841, 86, 28.67
40842, 92, 30.67
40843, 90, 30.00
40844, 89, 29.67
40845, 91, 30.33
40846, 87, 29.00
40847, 91, 30.33
40848, 93, 31.00
40849, 91, 30.33
40850, 93, 31.00
40851, 91, 30.33
40852, 93, 31.00
40853, 87, 29.00
40854, 89, 29.67
40855, 90, 30.00
40856, 86, 28.67
40857, 92, 30.67
40858, 88, 29.33
40859, 401, 133.67
40860, 88, 29.33
40861, 86, 28.67
40862, 86, 28.67
40863, 87, 29.00
40864, 91, 30.33
40865, 85, 28.33
40866, 89, 29.67
40867, 89, 29.67
40868, 85, 28.33
40869, 89, 29.67
40870, 85, 28.33
40871, 89, 29.67
40872, 89, 29.67
40873, 87, 29.00
40874, 87, 29.00
40875, 88, 29.33
40876, 86, 28.67
40877, 88, 29.33
40878, 86, 28.67
40879, 92, 30.67
40880, 84, 28.00
40881, 92, 30.67
40882, 83, 27.67
40883, 91, 30.33
40884, 87, 29.00
40885, 89, 29.67
40886, 87, 29.00
40887, 91, 30.33
40888, 87, 29.00
40889, 85, 28.33
40890, 87, 29.00
40891, 91, 30.33
40892, 87, 29.00
40893, 90, 30.00
40894, 86, 28.67
40895, 88, 29.33
40896, 88, 29.33
40897, 88, 29.33
40898, 86, 28.67
40899, 88, 29.33
40900, 87, 29.00
40901, 91, 30.33
40902, 87, 29.00
40903, 89, 29.67
40904, 87, 29.00
40905, 91, 30.33
40906, 87, 29.00
40907, 91, 30.33
40908, 87, 29.00
40909, 91, 30.33
40910, 83, 27.67
40911, 90, 30.00
40912, 84, 28.00
40913, 90, 30.00
40914, 86, 28.67
40915, 90, 30.00
40916, 84, 28.00
40917, 90, 30.00
40918, 83, 27.67
40919, 91, 30.33
40920, 87, 29.00
40921, 89, 29.67
40922, 87, 29.00
40923, 91, 30.33
40924, 87, 29.00
40925, 91, 30.33
40926, 83, 27.67
40927, 91, 30.33
40928, 89, 29.67
40929, 87, 29.00
40930, 90, 30.00
40931, 90, 30.00
40932, 86, 28.67
40933, 90, 30.00
40934, 84, 28.00
40935, 92, 30.67
40936, 83, 27.67
40937, 91, 30.33
40938, 89, 29.67
40939, 89, 29.67
40940, 89, 29.67
40941, 91, 30.33
40942, 87, 29.00
40943, 89, 29.67
40944, 83, 27.67
40945, 91, 30.33
40946, 83, 27.67
40947, 90, 30.00
40948, 84, 28.00
40949, 92, 30.67
40950, 86, 28.67
40951, 92, 30.67
40952, 86, 28.67
40953, 86, 28.67
40954, 87, 29.00
40955, 87, 29.00
40956, 87, 29.00
40957, 85, 28.33
40958, 87, 29.00
40959, 85, 28.33
40960, 87, 29.00
40961, 85, 28.33
40962, 87, 29.00
40963, 89, 29.67
40964, 89, 29.67
40965, 88, 29.33
40966, 90, 30.00
40967, 86, 28.67
40968, 90, 30.00
40969, 88, 29.33
40970, 86, 28.67
40971, 88, 29.33
40972, 87, 29.00
40973, 87, 29.00
40974, 87, 29.00
40975, 85, 28.33
40976, 87, 29.00
40977, 85, 28.33
40978, 87, 29.00
40979, 85, 28.33
40980, 87, 29.00
40981, 89, 29.67
40982, 83, 27.67
40983, 88, 29.33
40984, 86, 28.67
40985, 90, 30.00
40986, 90, 30.00
40987, 84, 28.00
40988, 90, 30.00
40989, 88, 29.33
40990, 91, 30.33
40991, 89, 29.67
40992, 89, 29.67
40993, 89, 29.67
40994, 91, 30.33
40995, 87, 29.00
40996, 89, 29.67
40997, 91, 30.33
40998, 91, 30.33
40999, 89, 29.67
41000, 87, 29.00
41001, 90, 30.00
41002, 90, 30.00
41003, 86, 28.67
41004, 90, 30.00
41005, 86, 28.67
41006, 86, 28.67
41007, 87, 29.00
41008, 89, 29.67
41009, 89, 29.67
41010, 85, 28.33
41011, 87, 29.00
41012, 89, 29.67
41013, 89, 29.67
41014, 89, 29.67
41015, 85, 28.33
41016, 89, 29.67
41017, 87, 29.00
41018, 90, 30.00
41019, 216, 72.00
41020, 86, 28.67
41021, 92, 30.67
41022, 84, 28.00
41023, 92, 30.67
41024, 87, 29.00
41025, 91, 30.33
41026, 87, 29.00
41027, 89, 29.67
41028, 87, 29.00
41029, 91, 30.33
41030, 87, 29.00
41031, 85, 28.33
41032, 87, 29.00
41033, 87, 29.00
41034, 87, 29.00
41035, 88, 29.33
41036, 86, 28.67
41037, 88, 29.33
41038, 88, 29.33
41039, 86, 28.67
41040, 88, 29.33
41041, 88, 29.33
41042, 87, 29.00
41043, 91, 30.33
41044, 87, 29.00
41045, 85, 28.33
41046, 87, 29.00
41047, 85, 28.33
41048, 87, 29.00
41049, 91, 30.33
41050, 87, 29.00
41051, 91, 30.33
41052, 83, 27.67
41053, 90, 30.00
41054, 84, 28.00
41055, 90, 30.00
41056, 86, 28.67
41057, 92, 30.67
41058, 84, 28.00
41059, 86, 28.67
41060, 90, 30.00
41061, 87, 29.00
41062, 89, 29.67
41063, 89, 29.67
41064, 89, 29.67
41065, 89, 29.67
41066, 85, 28.33
41067, 87, 29.00
41068, 91, 30.33
41069, 87, 29.00
41070, 87, 29.00
41071, 87, 29.00
41072, 90, 30.00
41073, 84, 28.00
41074, 92, 30.67
41075, 88, 29.33
41076, 88, 29.33
41077, 86, 28.67
41078, 88, 29.33
41079, 87, 29.00
41080, 91, 30.33
41081, 85, 28.33
41082, 89, 29.67
41083, 89, 29.67
41084, 91, 30.33
41085, 87, 29.00
41086, 85, 28.33
41087, 89, 29.67
41088, 85, 28.33
41089, 89, 29.67
41090, 83, 27.67
41091, 88, 29.33
41092, 86, 28.67
41093, 86, 28.67
41094, 90, 30.00
41095, 86, 28.67
41096, 88, 29.33
41097, 88, 29.33
41098, 87, 29.00
41099, 87, 29.00
41100, 87, 29.00
41101, 85, 28.33
41102, 87, 29.00
41103, 85, 28.33
41104, 87, 29.00
41105, 91, 30.33
41106, 87, 29.00
41107, 91, 30.33
41108, 83, 27.67
41109, 90, 30.00
41110, 84, 28.00
41111, 90, 30.00
41112, 86, 28.67
41113, 90, 30.00
41114, 84, 28.00
41115, 88, 29.33
41116, 92, 30.67
41117, 91, 30.33
41118, 89, 29.67
41119, 89, 29.67
41120, 85, 28.33
41121, 87, 29.00
41122, 89, 29.67
41123, 89, 29.67
41124, 85, 28.33
41125, 87, 29.00
41126, 91, 30.33
41127, 83, 27.67
41128, 87, 29.00
41129, 90, 30.00
41130, 86, 28.67
41131, 90, 30.00
41132, 86, 28.67
41133, 86, 28.67
41134, 88, 29.33
41135, 86, 28.67
41136, 87, 29.00
41137, 91, 30.33
41138, 85, 28.33
41139, 85, 28.33
41140, 89, 29.67
41141, 89, 29.67
41142, 89, 29.67
41143, 85, 28.33
41144, 89, 29.67
41145, 89, 29.67
41146, 87, 29.00
41147, 87, 29.00
41148, 90, 30.00
41149, 84, 28.00
41150, 86, 28.67
41151, 90, 30.00
41152, 86, 28.67
41153, 90, 30.00
41154, 86, 28.67
41155, 90, 30.00
41156, 87, 29.00
41157, 89, 29.67
41158, 89, 29.67
41159, 85, 28.33
41160, 87, 29.00
41161, 91, 30.33
41162, 83, 27.67
41163, 89, 29.67
41164, 83, 27.67
41165, 91, 30.33
41166, 83, 27.67
41167, 90, 30.00
41168, 84, 28.00
41169, 86, 28.67
41170, 90, 30.00
41171, 86, 28.67
41172, 90, 30.00
41173, 86, 28.67
41174, 90, 30.00
41175, 87, 29.00
41176, 89, 29.67
41177, 89, 29.67
41178, 85, 28.33
41179, 87, 29.00
41180, 91, 30.33
41181, 83, 27.67
41182, 89, 29.67
41183, 83, 27.67
41184, 91, 30.33
41185, 89, 29.67
41186, 83, 27.67
41187, 88, 29.33
41188, 86, 28.67
41189, 86, 28.67
41190, 90, 30.00
41191, 88, 29.33
41192, 84, 28.00
41193, 88, 29.33
41194, 92, 30.67
41195, 85, 28.33
41196, 87, 29.00
41197, 87, 29.00
41198, 85, 28.33
41199, 85, 28.33
41200, 91, 30.33
41201, 87, 29.00
41202, 85, 28.33
41203, 89, 29.67
41204, 89, 29.67
41205, 87, 29.00
41206, 83, 27.67
41207, 87, 29.00
41208, 90, 30.00
41209, 86, 28.67
41210, 90, 30.00
41211, 86, 28.67
41212, 86, 28.67
41213, 88, 29.33
41214, 88, 29.33
41215, 83, 27.67
41216, 91, 30.33
41217, 89, 29.67
41218, 89, 29.67
41219, 89, 29.67
41220, 91, 30.33
41221, 87, 29.00
41222, 85, 28.33
41223, 89, 29.67
41224, 89, 29.67
41225, 89, 29.67
41226, 89, 29.67
41227, 88, 29.33
41228, 90, 30.00
41229, 88, 29.33
41230, 86, 28.67
41231, 88, 29.33
41232, 90, 30.00
41233, 88, 29.33
41234, 92, 30.67
41235, 87, 29.00
41236, 87, 29.00
41237, 85, 28.33
41238, 89, 29.67
41239, 89, 29.67
41240, 85, 28.33
41241, 89, 29.67
41242, 89, 29.67
41243, 91, 30.33
41244, 91, 30.33
41245, 89, 29.67
41246, 83, 27.67
41247, 88, 29.33
41248, 86, 28.67
41249, 88, 29.33
41250, 86, 28.67
41251, 92, 30.67
41252, 84, 28.00
41253, 88, 29.33
41254, 88, 29.33
41255, 87, 29.00
41256, 91, 30.33
41257, 85, 28.33
41258, 89, 29.67
41259, 89, 29.67
41260, 91, 30.33
41261, 87, 29.00
41262, 85, 28.33
41263, 85, 28.33
41264, 87, 29.00
41265, 91, 30.33
41266, 83, 27.67
41267, 87, 29.00
41268, 90, 30.00
41269, 86, 28.67
41270, 90, 30.00
41271, 86, 28.67
41272, 88, 29.33
41273, 86, 28.67
41274, 86, 28.67
41275, 83, 27.67
41276, 91, 30.33
41277, 89, 29.67
41278, 89, 29.67
41279, 85, 28.33
41280, 87, 29.00
41281, 91, 30.33
41282, 87, 29.00
41283, 91, 30.33
41284, 83, 27.67
41285, 91, 30.33
41286, 83, 27.67
41287, 87, 29.00
41288, 90, 30.00
41289, 86, 28.67
41290, 88, 29.33
41291, 86, 28.67
41292, 92, 30.67
41293, 84, 28.00
41294, 86, 28.67
41295, 86, 28.67
41296, 87, 29.00
41297, 91, 30.33
41298, 85, 28.33
41299, 89, 29.67
41300, 89, 29.67
41301, 85, 28.33
41302, 89, 29.67
41303, 89, 29.67
41304, 85, 28.33
41305, 83, 27.67
41306, 91, 30.33
41307, 89, 29.67
41308, 83, 27.67
41309, 88, 29.33
