Messung,Latenz_tz, Latenz_ns
41310, 90, 30.00
41311, 88, 29.33
41312, 86, 28.67
41313, 92, 30.67
41314, 84, 28.00
41315, 90, 30.00
41316, 92, 30.67
41317, 87, 29.00
41318, 87, 29.00
41319, 87, 29.00
41320, 89, 29.67
41321, 85, 28.33
41322, 91, 30.33
41323, 87, 29.00
41324, 89, 29.67
41325, 83, 27.67
41326, 91, 30.33
41327, 89, 29.67
41328, 83, 27.67
41329, 88, 29.33
41330, 90, 30.00
41331, 88, 29.33
41332, 86, 28.67
41333, 92, 30.67
41334, 84, 28.00
41335, 88, 29.33
41336, 92, 30.67
41337, 85, 28.33
41338, 89, 29.67
41339, 85, 28.33
41340, 89, 29.67
41341, 89, 29.67
41342, 85, 28.33
41343, 87, 29.00
41344, 91, 30.33
41345, 83, 27.67
41346, 91, 30.33
41347, 89, 29.67
41348, 83, 27.67
41349, 88, 29.33
41350, 90, 30.00
41351, 88, 29.33
41352, 86, 28.67
41353, 92, 30.67
41354, 84, 28.00
41355, 90, 30.00
41356, 88, 29.33
41357, 91, 30.33
41358, 89, 29.67
41359, 89, 29.67
41360, 85, 28.33
41361, 85, 28.33
41362, 89, 29.67
41363, 89, 29.67
41364, 85, 28.33
41365, 87, 29.00
41366, 87, 29.00
41367, 87, 29.00
41368, 90, 30.00
41369, 84, 28.00
41370, 86, 28.67
41371, 175, 58.33
41372, 91, 30.33
41373, 91, 30.33
41374, 87, 29.00
41375, 91, 30.33
41376, 93, 31.00
41377, 87, 29.00
41378, 91, 30.33
41379, 91, 30.33
41380, 85, 28.33
41381, 90, 30.00
41382, 92, 30.67
41383, 90, 30.00
41384, 90, 30.00
41385, 94, 31.33
41386, 88, 29.33
41387, 90, 30.00
41388, 90, 30.00
41389, 85, 28.33
41390, 91, 30.33
41391, 87, 29.00
41392, 91, 30.33
41393, 85, 28.33
41394, 91, 30.33
41395, 87, 29.00
41396, 91, 30.33
41397, 93, 31.00
41398, 89, 29.67
41399, 91, 30.33
41400, 94, 31.33
41401, 88, 29.33
41402, 86, 28.67
41403, 94, 31.33
41404, 88, 29.33
41405, 92, 30.67
41406, 86, 28.67
41407, 90, 30.00
41408, 88, 29.33
41409, 91, 30.33
41410, 91, 30.33
41411, 87, 29.00
41412, 91, 30.33
41413, 85, 28.33
41414, 91, 30.33
41415, 89, 29.67
41416, 91, 30.33
41417, 93, 31.00
41418, 91, 30.33
41419, 91, 30.33
41420, 90, 30.00
41421, 92, 30.67
41422, 90, 30.00
41423, 90, 30.00
41424, 94, 31.33
41425, 88, 29.33
41426, 92, 30.67
41427, 90, 30.00
41428, 85, 28.33
41429, 91, 30.33
41430, 91, 30.33
41431, 91, 30.33
41432, 85, 28.33
41433, 91, 30.33
41434, 87, 29.00
41435, 91, 30.33
41436, 85, 28.33
41437, 91, 30.33
41438, 91, 30.33
41439, 90, 30.00
41440, 88, 29.33
41441, 94, 31.33
41442, 90, 30.00
41443, 94, 31.33
41444, 88, 29.33
41445, 90, 30.00
41446, 90, 30.00
41447, 85, 28.33
41448, 91, 30.33
41449, 87, 29.00
41450, 91, 30.33
41451, 91, 30.33
41452, 91, 30.33
41453, 89, 29.67
41454, 87, 29.00
41455, 91, 30.33
41456, 89, 29.67
41457, 91, 30.33
41458, 90, 30.00
41459, 92, 30.67
41460, 92, 30.67
41461, 88, 29.33
41462, 90, 30.00
41463, 88, 29.33
41464, 92, 30.67
41465, 88, 29.33
41466, 91, 30.33
41467, 91, 30.33
41468, 93, 31.00
41469, 91, 30.33
41470, 93, 31.00
41471, 91, 30.33
41472, 93, 31.00
41473, 87, 29.00
41474, 91, 30.33
41475, 91, 30.33
41476, 89, 29.67
41477, 90, 30.00
41478, 90, 30.00
41479, 90, 30.00
41480, 88, 29.33
41481, 92, 30.67
41482, 88, 29.33
41483, 94, 31.33
41484, 85, 28.33
41485, 91, 30.33
41486, 87, 29.00
41487, 91, 30.33
41488, 85, 28.33
41489, 91, 30.33
41490, 91, 30.33
41491, 93, 31.00
41492, 91, 30.33
41493, 91, 30.33
41494, 91, 30.33
41495, 90, 30.00
41496, 88, 29.33
41497, 94, 31.33
41498, 90, 30.00
41499, 94, 31.33
41500, 90, 30.00
41501, 90, 30.00
41502, 92, 30.67
41503, 91, 30.33
41504, 91, 30.33
41505, 87, 29.00
41506, 91, 30.33
41507, 93, 31.00
41508, 87, 29.00
41509, 91, 30.33
41510, 87, 29.00
41511, 91, 30.33
41512, 91, 30.33
41513, 89, 29.67
41514, 90, 30.00
41515, 86, 28.67
41516, 94, 31.33
41517, 88, 29.33
41518, 92, 30.67
41519, 90, 30.00
41520, 90, 30.00
41521, 91, 30.33
41522, 91, 30.33
41523, 87, 29.00
41524, 91, 30.33
41525, 85, 28.33
41526, 91, 30.33
41527, 87, 29.00
41528, 91, 30.33
41529, 91, 30.33
41530, 91, 30.33
41531, 110, 36.67
41532, 87, 29.00
41533, 87, 29.00
41534, 87, 29.00
41535, 85, 28.33
41536, 87, 29.00
41537, 85, 28.33
41538, 87, 29.00
41539, 89, 29.67
41540, 89, 29.67
41541, 89, 29.67
41542, 89, 29.67
41543, 88, 29.33
41544, 90, 30.00
41545, 90, 30.00
41546, 86, 28.67
41547, 88, 29.33
41548, 88, 29.33
41549, 92, 30.67
41550, 85, 28.33
41551, 89, 29.67
41552, 85, 28.33
41553, 89, 29.67
41554, 89, 29.67
41555, 89, 29.67
41556, 89, 29.67
41557, 89, 29.67
41558, 89, 29.67
41559, 89, 29.67
41560, 83, 27.67
41561, 88, 29.33
41562, 86, 28.67
41563, 90, 30.00
41564, 86, 28.67
41565, 88, 29.33
41566, 86, 28.67
41567, 90, 30.00
41568, 87, 29.00
41569, 89, 29.67
41570, 89, 29.67
41571, 89, 29.67
41572, 91, 30.33
41573, 83, 27.67
41574, 89, 29.67
41575, 87, 29.00
41576, 91, 30.33
41577, 87, 29.00
41578, 88, 29.33
41579, 84, 28.00
41580, 92, 30.67
41581, 86, 28.67
41582, 92, 30.67
41583, 84, 28.00
41584, 92, 30.67
41585, 83, 27.67
41586, 91, 30.33
41587, 87, 29.00
41588, 89, 29.67
41589, 87, 29.00
41590, 85, 28.33
41591, 87, 29.00
41592, 85, 28.33
41593, 87, 29.00
41594, 89, 29.67
41595, 83, 27.67
41596, 88, 29.33
41597, 86, 28.67
41598, 90, 30.00
41599, 86, 28.67
41600, 90, 30.00
41601, 88, 29.33
41602, 92, 30.67
41603, 85, 28.33
41604, 89, 29.67
41605, 85, 28.33
41606, 89, 29.67
41607, 91, 30.33
41608, 87, 29.00
41609, 89, 29.67
41610, 91, 30.33
41611, 91, 30.33
41612, 89, 29.67
41613, 90, 30.00
41614, 84, 28.00
41615, 90, 30.00
41616, 86, 28.67
41617, 90, 30.00
41618, 84, 28.00
41619, 90, 30.00
41620, 88, 29.33
41621, 91, 30.33
41622, 85, 28.33
41623, 89, 29.67
41624, 87, 29.00
41625, 85, 28.33
41626, 87, 29.00
41627, 89, 29.67
41628, 89, 29.67
41629, 89, 29.67
41630, 83, 27.67
41631, 88, 29.33
41632, 86, 28.67
41633, 88, 29.33
41634, 86, 28.67
41635, 92, 30.67
41636, 86, 28.67
41637, 88, 29.33
41638, 83, 27.67
41639, 91, 30.33
41640, 87, 29.00
41641, 89, 29.67
41642, 85, 28.33
41643, 91, 30.33
41644, 87, 29.00
41645, 89, 29.67
41646, 91, 30.33
41647, 91, 30.33
41648, 89, 29.67
41649, 87, 29.00
41650, 90, 30.00
41651, 86, 28.67
41652, 90, 30.00
41653, 86, 28.67
41654, 88, 29.33
41655, 86, 28.67
41656, 86, 28.67
41657, 87, 29.00
41658, 87, 29.00
41659, 87, 29.00
41660, 85, 28.33
41661, 87, 29.00
41662, 85, 28.33
41663, 87, 29.00
41664, 85, 28.33
41665, 87, 29.00
41666, 91, 30.33
41667, 83, 27.67
41668, 87, 29.00
41669, 90, 30.00
41670, 86, 28.67
41671, 90, 30.00
41672, 86, 28.67
41673, 90, 30.00
41674, 86, 28.67
41675, 86, 28.67
41676, 87, 29.00
41677, 87, 29.00
41678, 87, 29.00
41679, 89, 29.67
41680, 89, 29.67
41681, 85, 28.33
41682, 87, 29.00
41683, 91, 30.33
41684, 87, 29.00
41685, 87, 29.00
41686, 87, 29.00
41687, 90, 30.00
41688, 84, 28.00
41689, 92, 30.67
41690, 86, 28.67
41691, 86, 28.67
41692, 90, 30.00
41693, 86, 28.67
41694, 90, 30.00
41695, 87, 29.00
41696, 89, 29.67
41697, 85, 28.33
41698, 89, 29.67
41699, 91, 30.33
41700, 87, 29.00
41701, 85, 28.33
41702, 89, 29.67
41703, 85, 28.33
41704, 89, 29.67
41705, 83, 27.67
41706, 88, 29.33
41707, 90, 30.00
41708, 88, 29.33
41709, 86, 28.67
41710, 92, 30.67
41711, 84, 28.00
41712, 92, 30.67
41713, 83, 27.67
41714, 91, 30.33
41715, 89, 29.67
41716, 85, 28.33
41717, 89, 29.67
41718, 85, 28.33
41719, 89, 29.67
41720, 89, 29.67
41721, 89, 29.67
41722, 89, 29.67
41723, 87, 29.00
41724, 87, 29.00
41725, 88, 29.33
41726, 86, 28.67
41727, 88, 29.33
41728, 88, 29.33
41729, 88, 29.33
41730, 84, 28.00
41731, 92, 30.67
41732, 83, 27.67
41733, 91, 30.33
41734, 89, 29.67
41735, 89, 29.67
41736, 89, 29.67
41737, 85, 28.33
41738, 89, 29.67
41739, 89, 29.67
41740, 89, 29.67
41741, 89, 29.67
41742, 87, 29.00
41743, 87, 29.00
41744, 87, 29.00
41745, 90, 30.00
41746, 86, 28.67
41747, 90, 30.00
41748, 86, 28.67
41749, 90, 30.00
41750, 86, 28.67
41751, 86, 28.67
41752, 87, 29.00
41753, 91, 30.33
41754, 87, 29.00
41755, 89, 29.67
41756, 85, 28.33
41757, 91, 30.33
41758, 83, 27.67
41759, 85, 28.33
41760, 89, 29.67
41761, 89, 29.67
41762, 89, 29.67
41763, 83, 27.67
41764, 88, 29.33
41765, 86, 28.67
41766, 90, 30.00
41767, 86, 28.67
41768, 86, 28.67
41769, 88, 29.33
41770, 88, 29.33
41771, 83, 27.67
41772, 91, 30.33
41773, 89, 29.67
41774, 85, 28.33
41775, 89, 29.67
41776, 89, 29.67
41777, 85, 28.33
41778, 87, 29.00
41779, 85, 28.33
41780, 87, 29.00
41781, 91, 30.33
41782, 83, 27.67
41783, 83, 27.67
41784, 88, 29.33
41785, 86, 28.67
41786, 90, 30.00
41787, 86, 28.67
41788, 86, 28.67
41789, 88, 29.33
41790, 88, 29.33
41791, 83, 27.67
41792, 91, 30.33
41793, 89, 29.67
41794, 85, 28.33
41795, 89, 29.67
41796, 89, 29.67
41797, 85, 28.33
41798, 87, 29.00
41799, 91, 30.33
41800, 83, 27.67
41801, 91, 30.33
41802, 89, 29.67
41803, 83, 27.67
41804, 88, 29.33
41805, 86, 28.67
41806, 90, 30.00
41807, 86, 28.67
41808, 86, 28.67
41809, 88, 29.33
41810, 88, 29.33
41811, 83, 27.67
41812, 85, 28.33
41813, 89, 29.67
41814, 89, 29.67
41815, 89, 29.67
41816, 89, 29.67
41817, 91, 30.33
41818, 87, 29.00
41819, 91, 30.33
41820, 91, 30.33
41821, 91, 30.33
41822, 89, 29.67
41823, 87, 29.00
41824, 90, 30.00
41825, 86, 28.67
41826, 90, 30.00
41827, 86, 28.67
41828, 88, 29.33
41829, 88, 29.33
41830, 88, 29.33
41831, 88, 29.33
41832, 85, 28.33
41833, 89, 29.67
41834, 89, 29.67
41835, 85, 28.33
41836, 87, 29.00
41837, 91, 30.33
41838, 83, 27.67
41839, 89, 29.67
41840, 91, 30.33
41841, 85, 28.33
41842, 89, 29.67
41843, 89, 29.67
41844, 88, 29.33
41845, 84, 28.00
41846, 92, 30.67
41847, 86, 28.67
41848, 86, 28.67
41849, 90, 30.00
41850, 86, 28.67
41851, 86, 28.67
41852, 83, 27.67
41853, 91, 30.33
41854, 89, 29.67
41855, 89, 29.67
41856, 89, 29.67
41857, 89, 29.67
41858, 85, 28.33
41859, 87, 29.00
41860, 91, 30.33
41861, 91, 30.33
41862, 85, 28.33
41863, 89, 29.67
41864, 89, 29.67
41865, 88, 29.33
41866, 84, 28.00
41867, 90, 30.00
41868, 86, 28.67
41869, 86, 28.67
41870, 90, 30.00
41871, 86, 28.67
41872, 88, 29.33
41873, 83, 27.67
41874, 91, 30.33
41875, 85, 28.33
41876, 89, 29.67
41877, 89, 29.67
41878, 89, 29.67
41879, 85, 28.33
41880, 83, 27.67
41881, 89, 29.67
41882, 83, 27.67
41883, 116, 38.67
41884, 90, 30.00
41885, 91, 30.33
41886, 91, 30.33
41887, 87, 29.00
41888, 91, 30.33
41889, 91, 30.33
41890, 87, 29.00
41891, 87, 29.00
41892, 91, 30.33
41893, 93, 31.00
41894, 85, 28.33
41895, 91, 30.33
41896, 91, 30.33
41897, 90, 30.00
41898, 88, 29.33
41899, 90, 30.00
41900, 94, 31.33
41901, 88, 29.33
41902, 88, 29.33
41903, 92, 30.67
41904, 90, 30.00
41905, 92, 30.67
41906, 91, 30.33
41907, 89, 29.67
41908, 91, 30.33
41909, 91, 30.33
41910, 85, 28.33
41911, 91, 30.33
41912, 89, 29.67
41913, 87, 29.00
41914, 91, 30.33
41915, 89, 29.67
41916, 91, 30.33
41917, 91, 30.33
41918, 90, 30.00
41919, 86, 28.67
41920, 92, 30.67
41921, 88, 29.33
41922, 88, 29.33
41923, 92, 30.67
41924, 88, 29.33
41925, 94, 31.33
41926, 91, 30.33
41927, 89, 29.67
41928, 91, 30.33
41929, 89, 29.67
41930, 91, 30.33
41931, 87, 29.00
41932, 91, 30.33
41933, 93, 31.00
41934, 85, 28.33
41935, 89, 29.67
41936, 91, 30.33
41937, 94, 31.33
41938, 88, 29.33
41939, 90, 30.00
41940, 90, 30.00
41941, 94, 31.33
41942, 88, 29.33
41943, 92, 30.67
41944, 90, 30.00
41945, 85, 28.33
41946, 91, 30.33
41947, 91, 30.33
41948, 87, 29.00
41949, 91, 30.33
41950, 87, 29.00
41951, 91, 30.33
41952, 93, 31.00
41953, 87, 29.00
41954, 91, 30.33
41955, 87, 29.00
41956, 92, 30.67
41957, 88, 29.33
41958, 86, 28.67
41959, 90, 30.00
41960, 92, 30.67
41961, 90, 30.00
41962, 90, 30.00
41963, 90, 30.00
41964, 92, 30.67
41965, 91, 30.33
41966, 89, 29.67
41967, 91, 30.33
41968, 91, 30.33
41969, 91, 30.33
41970, 91, 30.33
41971, 89, 29.67
41972, 91, 30.33
41973, 85, 28.33
41974, 91, 30.33
41975, 85, 28.33
41976, 90, 30.00
41977, 92, 30.67
41978, 90, 30.00
41979, 90, 30.00
41980, 94, 31.33
41981, 88, 29.33
41982, 88, 29.33
41983, 94, 31.33
41984, 85, 28.33
41985, 91, 30.33
41986, 91, 30.33
41987, 91, 30.33
41988, 85, 28.33
41989, 91, 30.33
41990, 89, 29.67
41991, 87, 29.00
41992, 91, 30.33
41993, 89, 29.67
41994, 91, 30.33
41995, 94, 31.33
41996, 88, 29.33
41997, 94, 31.33
41998, 90, 30.00
41999, 88, 29.33
42000, 92, 30.67
42001, 86, 28.67
42002, 92, 30.67
42003, 90, 30.00
42004, 89, 29.67
42005, 91, 30.33
42006, 87, 29.00
42007, 91, 30.33
42008, 93, 31.00
42009, 91, 30.33
42010, 93, 31.00
42011, 87, 29.00
42012, 91, 30.33
42013, 87, 29.00
42014, 92, 30.67
42015, 88, 29.33
42016, 90, 30.00
42017, 90, 30.00
42018, 92, 30.67
42019, 88, 29.33
42020, 88, 29.33
42021, 94, 31.33
42022, 85, 28.33
42023, 91, 30.33
42024, 87, 29.00
42025, 91, 30.33
42026, 85, 28.33
42027, 91, 30.33
42028, 89, 29.67
42029, 91, 30.33
42030, 85, 28.33
42031, 91, 30.33
42032, 85, 28.33
42033, 90, 30.00
42034, 86, 28.67
42035, 88, 29.33
42036, 92, 30.67
42037, 88, 29.33
42038, 92, 30.67
42039, 88, 29.33
42040, 94, 31.33
42041, 91, 30.33
42042, 91, 30.33
42043, 294, 98.00
42044, 91, 30.33
42045, 91, 30.33
42046, 83, 27.67
42047, 90, 30.00
42048, 84, 28.00
42049, 86, 28.67
42050, 90, 30.00
42051, 86, 28.67
42052, 90, 30.00
42053, 88, 29.33
42054, 92, 30.67
42055, 91, 30.33
42056, 89, 29.67
42057, 89, 29.67
42058, 89, 29.67
42059, 85, 28.33
42060, 89, 29.67
42061, 85, 28.33
42062, 89, 29.67
42063, 85, 28.33
42064, 89, 29.67
42065, 89, 29.67
42066, 88, 29.33
42067, 90, 30.00
42068, 88, 29.33
42069, 88, 29.33
42070, 86, 28.67
42071, 88, 29.33
42072, 86, 28.67
42073, 87, 29.00
42074, 87, 29.00
42075, 87, 29.00
42076, 89, 29.67
42077, 85, 28.33
42078, 91, 30.33
42079, 83, 27.67
42080, 89, 29.67
42081, 83, 27.67
42082, 91, 30.33
42083, 83, 27.67
42084, 90, 30.00
42085, 84, 28.00
42086, 90, 30.00
42087, 88, 29.33
42088, 88, 29.33
42089, 86, 28.67
42090, 88, 29.33
42091, 83, 27.67
42092, 91, 30.33
42093, 85, 28.33
42094, 89, 29.67
42095, 87, 29.00
42096, 91, 30.33
42097, 87, 29.00
42098, 85, 28.33
42099, 87, 29.00
42100, 87, 29.00
42101, 87, 29.00
42102, 88, 29.33
42103, 86, 28.67
42104, 86, 28.67
42105, 90, 30.00
42106, 86, 28.67
42107, 88, 29.33
42108, 88, 29.33
42109, 87, 29.00
42110, 89, 29.67
42111, 89, 29.67
42112, 89, 29.67
42113, 85, 28.33
42114, 89, 29.67
42115, 85, 28.33
42116, 89, 29.67
42117, 85, 28.33
42118, 89, 29.67
42119, 87, 29.00
42120, 90, 30.00
42121, 90, 30.00
42122, 86, 28.67
42123, 90, 30.00
42124, 84, 28.00
42125, 92, 30.67
42126, 88, 29.33
42127, 91, 30.33
42128, 89, 29.67
42129, 89, 29.67
42130, 85, 28.33
42131, 91, 30.33
42132, 83, 27.67
42133, 89, 29.67
42134, 87, 29.00
42135, 91, 30.33
42136, 87, 29.00
42137, 88, 29.33
42138, 86, 28.67
42139, 88, 29.33
42140, 88, 29.33
42141, 86, 28.67
42142, 88, 29.33
42143, 90, 30.00
42144, 87, 29.00
42145, 89, 29.67
42146, 89, 29.67
42147, 89, 29.67
42148, 89, 29.67
42149, 89, 29.67
42150, 85, 28.33
42151, 89, 29.67
42152, 91, 30.33
42153, 89, 29.67
42154, 83, 27.67
42155, 88, 29.33
42156, 86, 28.67
42157, 90, 30.00
42158, 86, 28.67
42159, 88, 29.33
42160, 86, 28.67
42161, 90, 30.00
42162, 85, 28.33
42163, 89, 29.67
42164, 89, 29.67
42165, 89, 29.67
42166, 91, 30.33
42167, 87, 29.00
42168, 91, 30.33
42169, 87, 29.00
42170, 91, 30.33
42171, 87, 29.00
42172, 90, 30.00
42173, 86, 28.67
42174, 86, 28.67
42175, 90, 30.00
42176, 86, 28.67
42177, 88, 29.33
42178, 88, 29.33
42179, 83, 27.67
42180, 91, 30.33
42181, 89, 29.67
42182, 89, 29.67
42183, 89, 29.67
42184, 91, 30.33
42185, 83, 27.67
42186, 89, 29.67
42187, 83, 27.67
42188, 91, 30.33
42189, 83, 27.67
42190, 90, 30.00
42191, 84, 28.00
42192, 90, 30.00
42193, 86, 28.67
42194, 92, 30.67
42195, 86, 28.67
42196, 88, 29.33
42197, 83, 27.67
42198, 91, 30.33
42199, 85, 28.33
42200, 89, 29.67
42201, 85, 28.33
42202, 91, 30.33
42203, 83, 27.67
42204, 89, 29.67
42205, 91, 30.33
42206, 91, 30.33
42207, 83, 27.67
42208, 90, 30.00
42209, 84, 28.00
42210, 90, 30.00
42211, 86, 28.67
42212, 90, 30.00
42213, 84, 28.00
42214, 90, 30.00
42215, 88, 29.33
42216, 85, 28.33
42217, 89, 29.67
42218, 85, 28.33
42219, 89, 29.67
42220, 85, 28.33
42221, 89, 29.67
42222, 89, 29.67
42223, 89, 29.67
42224, 85, 28.33
42225, 89, 29.67
42226, 89, 29.67
42227, 88, 29.33
42228, 90, 30.00
42229, 86, 28.67
42230, 90, 30.00
42231, 88, 29.33
42232, 86, 28.67
42233, 86, 28.67
42234, 87, 29.00
42235, 91, 30.33
42236, 87, 29.00
42237, 89, 29.67
42238, 87, 29.00
42239, 85, 28.33
42240, 87, 29.00
42241, 85, 28.33
42242, 87, 29.00
42243, 87, 29.00
42244, 87, 29.00
42245, 88, 29.33
42246, 86, 28.67
42247, 90, 30.00
42248, 90, 30.00
42249, 84, 28.00
42250, 88, 29.33
42251, 92, 30.67
42252, 85, 28.33
42253, 89, 29.67
42254, 89, 29.67
42255, 85, 28.33
42256, 87, 29.00
42257, 91, 30.33
42258, 87, 29.00
42259, 91, 30.33
42260, 83, 27.67
42261, 91, 30.33
42262, 89, 29.67
42263, 87, 29.00
42264, 90, 30.00
42265, 86, 28.67
42266, 90, 30.00
42267, 86, 28.67
42268, 88, 29.33
42269, 86, 28.67
42270, 90, 30.00
42271, 87, 29.00
42272, 87, 29.00
42273, 87, 29.00
42274, 89, 29.67
42275, 89, 29.67
42276, 85, 28.33
42277, 87, 29.00
42278, 85, 28.33
42279, 87, 29.00
42280, 91, 30.33
42281, 87, 29.00
42282, 88, 29.33
42283, 86, 28.67
42284, 86, 28.67
42285, 90, 30.00
42286, 88, 29.33
42287, 84, 28.00
42288, 92, 30.67
42289, 88, 29.33
42290, 91, 30.33
42291, 89, 29.67
42292, 89, 29.67
42293, 89, 29.67
42294, 85, 28.33
42295, 89, 29.67
42296, 89, 29.67
42297, 85, 28.33
42298, 87, 29.00
42299, 91, 30.33
42300, 83, 27.67
42301, 87, 29.00
42302, 90, 30.00
42303, 86, 28.67
42304, 90, 30.00
42305, 86, 28.67
42306, 90, 30.00
42307, 88, 29.33
42308, 92, 30.67
42309, 87, 29.00
42310, 89, 29.67
42311, 89, 29.67
42312, 85, 28.33
42313, 87, 29.00
42314, 91, 30.33
42315, 83, 27.67
42316, 89, 29.67
42317, 91, 30.33
42318, 91, 30.33
42319, 83, 27.67
42320, 90, 30.00
42321, 84, 28.00
42322, 90, 30.00
42323, 86, 28.67
42324, 86, 28.67
42325, 90, 30.00
42326, 88, 29.33
42327, 92, 30.67
42328, 87, 29.00
42329, 89, 29.67
42330, 89, 29.67
42331, 85, 28.33
42332, 87, 29.00
42333, 85, 28.33
42334, 87, 29.00
42335, 85, 28.33
42336, 87, 29.00
42337, 91, 30.33
42338, 83, 27.67
42339, 90, 30.00
42340, 84, 28.00
42341, 92, 30.67
42342, 86, 28.67
42343, 92, 30.67
42344, 84, 28.00
42345, 90, 30.00
42346, 88, 29.33
42347, 85, 28.33
42348, 89, 29.67
42349, 89, 29.67
42350, 85, 28.33
42351, 87, 29.00
42352, 91, 30.33
42353, 83, 27.67
42354, 89, 29.67
42355, 91, 30.33
42356, 85, 28.33
42357, 89, 29.67
42358, 89, 29.67
42359, 88, 29.33
42360, 84, 28.00
42361, 90, 30.00
42362, 86, 28.67
42363, 86, 28.67
42364, 90, 30.00
42365, 86, 28.67
42366, 88, 29.33
42367, 83, 27.67
42368, 91, 30.33
42369, 85, 28.33
42370, 89, 29.67
42371, 89, 29.67
42372, 91, 30.33
42373, 87, 29.00
42374, 89, 29.67
42375, 91, 30.33
42376, 85, 28.33
42377, 89, 29.67
42378, 89, 29.67
42379, 88, 29.33
42380, 84, 28.00
42381, 88, 29.33
42382, 90, 30.00
42383, 86, 28.67
42384, 86, 28.67
42385, 88, 29.33
42386, 88, 29.33
42387, 83, 27.67
42388, 91, 30.33
42389, 89, 29.67
42390, 89, 29.67
42391, 85, 28.33
42392, 87, 29.00
42393, 91, 30.33
42394, 87, 29.00
42395, 400, 133.33
42396, 91, 30.33
42397, 83, 27.67
42398, 91, 30.33
42399, 83, 27.67
42400, 83, 27.67
42401, 88, 29.33
42402, 88, 29.33
42403, 92, 30.67
42404, 86, 28.67
42405, 90, 30.00
42406, 84, 28.00
42407, 88, 29.33
42408, 88, 29.33
42409, 87, 29.00
42410, 91, 30.33
42411, 87, 29.00
42412, 89, 29.67
42413, 85, 28.33
42414, 91, 30.33
42415, 83, 27.67
42416, 89, 29.67
42417, 91, 30.33
42418, 89, 29.67
42419, 87, 29.00
42420, 87, 29.00
42421, 90, 30.00
42422, 84, 28.00
42423, 86, 28.67
42424, 90, 30.00
42425, 86, 28.67
42426, 86, 28.67
42427, 86, 28.67
42428, 92, 30.67
42429, 88, 29.33
42430, 87, 29.00
42431, 87, 29.00
42432, 87, 29.00
42433, 89, 29.67
42434, 87, 29.00
42435, 91, 30.33
42436, 83, 27.67
42437, 85, 28.33
42438, 89, 29.67
42439, 89, 29.67
42440, 91, 30.33
42441, 83, 27.67
42442, 87, 29.00
42443, 90, 30.00
42444, 86, 28.67
42445, 86, 28.67
42446, 90, 30.00
42447, 88, 29.33
42448, 84, 28.00
42449, 92, 30.67
42450, 88, 29.33
42451, 87, 29.00
42452, 87, 29.00
42453, 87, 29.00
42454, 89, 29.67
42455, 85, 28.33
42456, 91, 30.33
42457, 87, 29.00
42458, 85, 28.33
42459, 89, 29.67
42460, 89, 29.67
42461, 91, 30.33
42462, 83, 27.67
42463, 87, 29.00
42464, 90, 30.00
42465, 86, 28.67
42466, 90, 30.00
42467, 86, 28.67
42468, 90, 30.00
42469, 86, 28.67
42470, 86, 28.67
42471, 87, 29.00
42472, 91, 30.33
42473, 85, 28.33
42474, 89, 29.67
42475, 89, 29.67
42476, 85, 28.33
42477, 89, 29.67
42478, 85, 28.33
42479, 85, 28.33
42480, 87, 29.00
42481, 91, 30.33
42482, 83, 27.67
42483, 87, 29.00
42484, 90, 30.00
42485, 86, 28.67
42486, 90, 30.00
42487, 86, 28.67
42488, 86, 28.67
42489, 88, 29.33
42490, 88, 29.33
42491, 83, 27.67
42492, 91, 30.33
42493, 89, 29.67
42494, 85, 28.33
42495, 85, 28.33
42496, 87, 29.00
42497, 91, 30.33
42498, 83, 27.67
42499, 89, 29.67
42500, 91, 30.33
42501, 91, 30.33
42502, 89, 29.67
42503, 83, 27.67
42504, 88, 29.33
42505, 90, 30.00
42506, 88, 29.33
42507, 86, 28.67
42508, 92, 30.67
42509, 84, 28.00
42510, 88, 29.33
42511, 92, 30.67
42512, 87, 29.00
42513, 91, 30.33
42514, 85, 28.33
42515, 89, 29.67
42516, 89, 29.67
42517, 91, 30.33
42518, 87, 29.00
42519, 89, 29.67
42520, 91, 30.33
42521, 85, 28.33
42522, 89, 29.67
42523, 89, 29.67
42524, 88, 29.33
42525, 90, 30.00
42526, 88, 29.33
42527, 88, 29.33
42528, 88, 29.33
42529, 86, 28.67
42530, 88, 29.33
42531, 83, 27.67
42532, 91, 30.33
42533, 85, 28.33
42534, 89, 29.67
42535, 85, 28.33
42536, 91, 30.33
42537, 87, 29.00
42538, 89, 29.67
42539, 91, 30.33
42540, 85, 28.33
42541, 89, 29.67
42542, 89, 29.67
42543, 88, 29.33
42544, 84, 28.00
42545, 92, 30.67
42546, 86, 28.67
42547, 90, 30.00
42548, 84, 28.00
42549, 88, 29.33
42550, 92, 30.67
42551, 85, 28.33
42552, 89, 29.67
42553, 89, 29.67
42554, 85, 28.33
42555, 130, 43.33
42556, 87, 29.00
42557, 91, 30.33
42558, 85, 28.33
42559, 89, 29.67
42560, 89, 29.67
42561, 91, 30.33
42562, 87, 29.00
42563, 85, 28.33
42564, 89, 29.67
42565, 85, 28.33
42566, 89, 29.67
42567, 83, 27.67
42568, 88, 29.33
42569, 90, 30.00
42570, 88, 29.33
42571, 88, 29.33
42572, 88, 29.33
42573, 84, 28.00
42574, 92, 30.67
42575, 88, 29.33
42576, 85, 28.33
42577, 89, 29.67
42578, 89, 29.67
42579, 89, 29.67
